try_total_count,try_total_time
514,541.5166666666667
160,175.76666666666668
225,229.81666666666666
855,902.8666666666667
483,504.8666666666667
45,48.916666666666664
256,276.4166666666667
264,281.9166666666667
252,259.56666666666666
742,792.0666666666667
76,81.21666666666667
2496,2622.4666666666667
271,284.06666666666666
541,578.6166666666667
36,42.61666666666667
387,413.4166666666667
1599,1691.5166666666667
266,286.26666666666665
299,308.81666666666666
36,41.11666666666667
626,643.8166666666667
92,102.81666666666666
41,38.766666666666666
448,473.1666666666667
1395,1487.9666666666667
840,883.2166666666667
81,83.96666666666667
30,31.116666666666667
892,958.6166666666667
414,446.01666666666665
116,128.11666666666667
392,420.71666666666664
315,347.1666666666667
449,470.46666666666664
297,310.4166666666667
908,975.7166666666667
462,483.3666666666667
217,235.56666666666666
476,507.56666666666666
1495,1595.8166666666666
3087,3262.866666666667
129,140.66666666666666
3,4.066666666666666
136,147.16666666666666
368,384.06666666666666
913,968.2666666666667
24,27.316666666666666
492,519.5666666666667
2060,2181.1666666666665
416,441.1166666666667
325,345.8666666666667
450,479.51666666666665
444,476.3666666666667
92,102.06666666666666
1431,1490.3166666666666
667,706.5666666666667
377,404.51666666666665
539,577.5666666666667
362,386.51666666666665
750,790.5166666666667
2511,2668.766666666667
420,449.1666666666667
325,343.4166666666667
122,130.56666666666666
1146,1219.0666666666666
594,632.8666666666667
3,4.066666666666666
7,8.766666666666667
279,305.56666666666666
1391,1478.0666666666666
130,137.11666666666667
283,296.4166666666667
229,243.06666666666666
293,310.4166666666667
1544,1628.7666666666667
1636,1720.3166666666666
327,346.81666666666666
360,389.26666666666665
124,126.26666666666667
678,714.9666666666667
461,487.56666666666666
92,94.41666666666667
394,427.51666666666665
2129,2243.266666666667
302,316.4166666666667
224,237.56666666666666
1625,1724.5666666666666
343,366.71666666666664
142,156.41666666666666
738,775.5666666666667
190,206.71666666666667
92,100.61666666666666
789,818.3666666666667
315,332.01666666666665
531,566.7666666666667
444,468.76666666666665
740,773.3666666666667
193,204.51666666666668
287,304.01666666666665
246,261.8666666666667
1181,1266.6166666666666
445,470.71666666666664
741,791.7166666666667
1599,1680.3666666666666
235,258.31666666666666
441,476.01666666666665
36,39.21666666666667
501,531.4166666666666
114,119.21666666666667
255,266.1166666666667
893,952.9166666666666
304,322.96666666666664
176,188.86666666666667
133,137.51666666666668
355,387.81666666666666
675,705.4166666666666
481,512.2166666666667
153,165.16666666666666
287,299.71666666666664
3166,3392.266666666667
216,229.91666666666666
571,609.5666666666667
110,121.81666666666666
1839,1945.5166666666667
68,72.11666666666666
404,439.51666666666665
417,446.71666666666664
534,558.6166666666667
547,591.6166666666667
408,434.26666666666665
463,483.51666666666665
2938,3158.0666666666666
211,234.91666666666666
1138,1228.8166666666666
1446,1525.3166666666666
501,529.6666666666666
565,606.9666666666667
914,975.9166666666666
474,513.4666666666667
10,11.216666666666667
3222,3424.9666666666667
3289,3470.016666666667
636,677.2166666666667
700,738.7166666666667
558,594.0666666666667
1401,1477.3666666666666
17,17.916666666666668
476,506.56666666666666
143,154.06666666666666
1374,1436.6666666666667
241,256.71666666666664
85,89.91666666666667
441,471.01666666666665
57,61.21666666666667
184,195.61666666666667
35,40.81666666666667
786,831.8166666666667
1469,1541.5166666666667
217,238.16666666666666
251,273.46666666666664
155,163.31666666666666
2039,2153.266666666667
2396,2546.866666666667
79,86.66666666666667
26,26.566666666666666
3891,4142.166666666667
363,373.26666666666665
263,281.46666666666664
640,668.9666666666667
1529,1614.5166666666667
416,437.56666666666666
491,529.7666666666667
280,305.9166666666667
120,132.06666666666666
590,622.8166666666667
838,882.0666666666667
43,48.766666666666666
1750,1838.6166666666666
186,200.16666666666666
1071,1148.4666666666667
384,411.8666666666667
1801,1913.2166666666667
522,550.0666666666667
373,397.8666666666667
1029,1094.2666666666667
693,732.6666666666666
330,356.3666666666667
1141,1200.6666666666667
995,1052.5666666666666
1349,1439.3166666666666
1,2.4166666666666665
208,220.16666666666666
152,158.81666666666666
370,382.96666666666664
523,556.4666666666667
496,523.6166666666667
100,104.11666666666666
233,244.36666666666667
126,136.71666666666667
364,391.1666666666667
1535,1600.5166666666667
35,38.06666666666667
208,218.01666666666668
87,97.81666666666666
1212,1287.3166666666666
1209,1277.5666666666666
227,242.51666666666668
504,531.2666666666667
731,771.1166666666667
5,7.116666666666666
391,408.06666666666666
1352,1434.3166666666666
988,1050.1166666666666
632,669.4666666666667
610,648.7666666666667
363,386.96666666666664
278,295.9166666666667
87,91.61666666666666
360,384.6166666666667
558,599.9666666666667
1107,1197.0666666666666
38,39.96666666666667
116,124.31666666666666
11,12.716666666666667
188,198.36666666666667
1811,1927.3166666666666
341,362.81666666666666
544,575.9166666666666
454,487.6666666666667
397,403.6666666666667
671,709.9166666666666
174,189.26666666666668
35,38.21666666666667
145,157.31666666666666
354,370.96666666666664
19,20.116666666666667
380,402.76666666666665
1726,1845.0166666666667
338,370.4166666666667
616,658.3666666666667
1581,1658.8666666666666
47,47.31666666666667
165,179.26666666666668
284,297.31666666666666
753,787.6666666666666
1629,1733.1666666666667
559,591.8666666666667
2685,2848.5666666666666
87,93.76666666666667
592,627.8166666666667
711,762.9166666666666
736,771.6666666666666
174,181.41666666666666
431,465.1666666666667
1617,1724.4666666666667
2134,2278.4166666666665
449,482.06666666666666
47,52.266666666666666
606,634.7166666666667
414,428.31666666666666
254,261.6166666666667
633,669.9666666666667
2285,2437.7166666666667
26,30.866666666666667
212,221.26666666666668
1661,1786.3166666666666
295,303.1166666666667
1103,1186.6166666666666
1054,1111.7166666666667
990,1063.1166666666666
53,54.86666666666667
254,265.1166666666667
319,331.01666666666665
1194,1276.7666666666667
1767,1863.7166666666667
304,322.81666666666666
833,896.0166666666667
535,580.5166666666667
502,532.7166666666667
2047,2160.7166666666667
576,620.3166666666667
407,426.6166666666667
48,54.36666666666667
1178,1260.0166666666667
825,864.3166666666667
1373,1452.5166666666667
1140,1217.4666666666667
1217,1296.3166666666666
762,804.8666666666667
1114,1163.1666666666667
1690,1783.5166666666667
173,179.81666666666666
1116,1170.0166666666667
27,28.866666666666667
98,103.16666666666667
215,230.01666666666668
204,217.76666666666668
166,175.11666666666667
423,446.6666666666667
344,368.76666666666665
448,466.81666666666666
426,435.6666666666667
831,872.2666666666667
652,694.7166666666667
660,715.8166666666667
447,469.6666666666667
836,873.8666666666667
646,685.4666666666667
1141,1198.5166666666667
268,284.51666666666665
326,339.81666666666666
156,157.41666666666666
532,559.6166666666667
1,2.4166666666666665
19,22.916666666666668
625,661.3166666666667
505,525.2166666666667
343,354.3666666666667
123,138.46666666666667
325,345.06666666666666
952,1011.6666666666666
821,861.5166666666667
1748,1837.3166666666666
1164,1232.8166666666666
213,225.11666666666667
603,649.7166666666667
567,594.6166666666667
149,152.46666666666667
190,203.51666666666668
414,446.3666666666667
155,171.91666666666666
668,709.9166666666666
274,294.76666666666665
426,470.46666666666664
1406,1494.6666666666667
521,564.9166666666666
74,81.16666666666667
326,338.31666666666666
624,658.4166666666666
209,219.76666666666668
151,158.06666666666666
182,199.16666666666666
169,177.31666666666666
1134,1213.0666666666666
404,438.51666666666665
816,873.4666666666667
78,84.26666666666667
1199,1270.3166666666666
291,299.56666666666666
153,162.01666666666668
279,303.06666666666666
323,344.71666666666664
677,708.8166666666667
58,66.36666666666666
99,104.11666666666666
975,1034.3666666666666
177,192.81666666666666
154,164.01666666666668
49,53.166666666666664
657,690.7666666666667
293,316.26666666666665
1128,1194.2166666666667
832,874.6666666666666
495,526.1666666666666
134,149.11666666666667
100,105.86666666666666
2140,2286.116666666667
708,765.2666666666667
747,794.1666666666666
124,131.46666666666667
603,647.5666666666667
538,564.4166666666666
268,282.96666666666664
1664,1748.4166666666667
889,952.8666666666667
808,861.6666666666666
510,524.6166666666667
308,338.01666666666665
620,665.5666666666667
191,203.41666666666666
1562,1658.1666666666667
428,449.21666666666664
7,8.116666666666667
320,333.9166666666667
370,381.8666666666667
23,23.766666666666666
529,577.1166666666667
319,329.31666666666666
19,20.566666666666666
460,481.6166666666667
684,726.6166666666667
429,444.6666666666667
128,132.56666666666666
208,222.26666666666668
660,687.2166666666667
48,54.766666666666666
128,130.31666666666666
194,205.86666666666667
895,955.5666666666667
85,89.96666666666667
430,456.26666666666665
380,403.96666666666664
278,293.31666666666666
551,584.2666666666667
631,675.9666666666667
535,559.2666666666667
172,181.81666666666666
751,794.6166666666667
177,198.51666666666668
945,1003.5666666666667
460,491.31666666666666
376,387.21666666666664
144,157.86666666666667
709,735.4166666666666
21,23.616666666666667
480,512.9666666666667
546,577.9666666666667
310,332.3666666666667
474,502.51666666666665
427,453.96666666666664
523,553.6166666666667
296,315.21666666666664
464,507.56666666666666
1035,1114.0666666666666
1063,1136.8166666666666
1086,1151.3166666666666
467,510.3666666666667
12,14.466666666666667
6,8.566666666666666
2442,2575.3166666666666
62,67.56666666666666
163,180.51666666666668
86,95.61666666666666
43,47.71666666666667
76,84.66666666666667
1098,1155.4666666666667
850,903.3666666666667
87,92.56666666666666
801,870.5166666666667
890,957.3166666666667
674,708.3166666666667
941,1001.2666666666667
360,372.96666666666664
339,366.4166666666667
42,43.56666666666667
237,242.21666666666667
1095,1143.4166666666667
92,97.91666666666667
158,170.26666666666668
131,139.96666666666667
1011,1094.5166666666667
1494,1571.7666666666667
263,269.56666666666666
1318,1409.9166666666667
3,4.066666666666666
250,265.6166666666667
1349,1444.6666666666667
880,930.8666666666667
1648,1754.6666666666667
107,113.31666666666666
1133,1195.3666666666666
788,835.6166666666667
1101,1145.1166666666666
681,713.2666666666667
852,894.6166666666667
327,346.3666666666667
464,476.71666666666664
52,54.016666666666666
922,970.8166666666667
129,136.06666666666666
67,69.71666666666667
505,526.0666666666667
2220,2342.116666666667
136,146.66666666666666
277,300.96666666666664
932,984.3166666666667
37,39.56666666666667
2074,2202.8166666666666
170,182.61666666666667
1265,1339.4666666666667
518,558.5666666666667
566,601.7666666666667
458,484.06666666666666
119,135.56666666666666
577,594.9166666666666
429,465.6666666666667
1855,1963.1166666666666
125,128.91666666666666
567,607.4666666666667
293,307.96666666666664
883,919.6166666666667
825,890.5166666666667
624,665.4666666666667
1192,1264.0166666666667
1425,1519.5166666666667
132,147.41666666666666
14,17.116666666666667
170,175.16666666666666
28,31.116666666666667
538,563.8166666666667
128,141.11666666666667
549,578.6166666666667
343,387.21666666666664
563,598.7166666666667
1696,1797.2666666666667
2072,2230.9666666666667
190,200.76666666666668
414,443.51666666666665
185,191.86666666666667
161,175.36666666666667
268,294.31666666666666
303,319.3666666666667
110,113.51666666666667
327,348.76666666666665
279,300.3666666666667
41,46.36666666666667
637,663.1666666666666
512,547.9666666666667
131,141.21666666666667
1159,1234.0666666666666
334,342.8666666666667
394,419.31666666666666
58,61.06666666666667
1112,1179.3666666666666
116,132.46666666666667
1441,1515.0166666666667
3021,3253.016666666667
265,279.26666666666665
17,20.316666666666666
563,589.8666666666667
9,9.416666666666666
3624,3789.116666666667
437,453.51666666666665
1062,1130.5166666666667
18,21.316666666666666
1580,1672.3666666666666
189,205.11666666666667
917,975.5666666666667
990,1037.7666666666667
416,421.4166666666667
43,48.56666666666667
581,620.5166666666667
154,167.01666666666668
105,113.36666666666666
341,371.9166666666667
241,258.9166666666667
379,409.56666666666666
356,378.51666666666665
683,730.3666666666667
699,757.3166666666667
1680,1762.1666666666667
1964,2094.266666666667
974,1044.8666666666666
499,533.8666666666667
278,290.6666666666667
512,548.6666666666666
489,526.3666666666667
204,217.11666666666667
141,150.56666666666666
336,357.6666666666667
319,329.06666666666666
419,429.1166666666667
22,24.866666666666667
412,439.51666666666665
95,106.11666666666666
98,109.31666666666666
1033,1101.5666666666666
45,49.266666666666666
2062,2188.2166666666667
398,430.8666666666667
54,58.71666666666667
1155,1222.6166666666666
579,624.1666666666666
125,140.86666666666667
24,27.816666666666666
2758,2940.1666666666665
372,385.06666666666666
72,79.06666666666666
1084,1146.6666666666667
1828,1950.0166666666667
594,628.7666666666667
444,467.1666666666667
855,904.0166666666667
424,456.6666666666667
235,246.66666666666666
497,526.3166666666667
463,490.6666666666667
263,288.3666666666667
33,38.61666666666667
1872,1958.7166666666667
48,54.31666666666667
310,326.76666666666665
723,777.2666666666667
132,137.01666666666668
54,63.516666666666666
231,245.16666666666666
388,411.01666666666665
166,177.16666666666666
469,480.76666666666665
606,647.8166666666667
428,455.1166666666667
516,550.1666666666666
1096,1164.1666666666667
492,522.8166666666667
318,343.46666666666664
243,253.46666666666667
447,473.76666666666665
2124,2265.2166666666667
472,510.1666666666667
217,232.01666666666668
465,508.31666666666666
441,452.76666666666665
252,264.4166666666667
1288,1367.2166666666667
891,941.5666666666667
41,46.36666666666667
1049,1125.7166666666667
1136,1227.7166666666667
83,86.61666666666666
482,502.1666666666667
482,507.46666666666664
26,29.016666666666666
119,124.51666666666667
1131,1182.7166666666667
84,84.76666666666667
19,21.066666666666666
338,350.96666666666664
30,35.266666666666666
214,243.56666666666666
228,246.51666666666668
394,415.9166666666667
838,883.9666666666667
683,727.3166666666667
277,290.8666666666667
1439,1533.7666666666667
3644,3828.9666666666667
409,425.31666666666666
255,258.4166666666667
269,284.4166666666667
424,457.96666666666664
166,183.01666666666668
